dir_id,company_name,full_address,phone,category
DIR-00271,Silverline Textiles Group Co.,"4211 Harbor Ave, Columbus, 43215",+1-555-3223,business
DIR-00272,Highland Construction GmbH,"Elm 2259, Munich",+1-555-8564,business
DIR-00273,HOLLOWELL MATERIALS INC,"870 Elm Blvd, Tampa, 33602",+1-555-3977,business
DIR-00274,THORNBURY MEDIA BV,"Franklin 4716, Hamburg",+1-555-1823,business
DIR-00275,Silverline Auto Repair BV,"Oak 8777, 3511 LN",+1-555-5262,business
DIR-00276,Redstone Logistics Group Company,"8126 Lincoln Ln, Raleigh, 27601",+1-555-7211,business
DIR-00277,Acme Analytics,"Fanklin 1768, Hamburg, 20095",+1-555-6363,business
DIR-00278,Pharma Group Marlow Inc,"8271 Industrial Parkway Rd, Columbus, 43215",+1-555-4467,business
DIR-00279,Coastal Automotive BV,"Kerkstraat 2885, Brussels, 1000",+1-555-8449,business
DIR-00280,Wexford Systems Holdings N.V.,"Lincoln 1572, Utrecht, 3511 LN",+1-555-6355,business
DIR-00281,Pinecrest Industrual Group Corp.,"3868 Industrial Parkway Ct, Raleigh",+1-555-6529,business
DIR-00282,Sterling Automotive Limited,"Park 197, Antwerp, 2000",+1-555-7211,business
DIR-00283,Suommit Coffee Holdings N.V.,"Lincoln 5036, 1000",+1-555-5558,business
DIR-00284,Sterling Holdings Pizza GmbH,"Krekstraat 6031, Munich, 80331",+1-555-7906,business
DIR-00285,Thornbury Bakery,"3588 Main Ln, Tulsa, 74103",+1-555-5133,business
DIR-00286,Delacroix Pharma Holdings LLC,"8802 Washington Ave, Tampa, 33602",+1-555-2341,business
DIR-00287,Cedarbhrook Technologies BV,"Habror 9564, Rotterdam, 3011 CE",+1-555-8705,business
DIR-00288,Cedarbrook Electric Holdings,"Market 2171, Brussels, 1000",+1-555-1317,business
DIR-00289,Whitfield Automotive Holdings,"Sunset 6951, Rotterdam, 3011 CE",+1-555-9837,business
DIR-00290,Summit Group Manufacturing Inc.,"4713 Rivr Ave, Portland, 97201",+1-555-1853,business
DIR-00291,Westgate Textiles Group N.V.,"Highland 6194, Rotterdam, 3011 CE",+1-555-6733,business
DIR-00292,Marlow Consulting GmbH,"Lincorln 1953, Leiden, 2311 GJ",+1-555-4673,business
DIR-00293,Brookhaven Bakery,"4065 Industrial Parkway Rd, Portland, 97201",+1-555-2124,business
DIR-00294,Brookhaven Bakery,"3386 Cedar St, Columbus, 43215",+1-555-1659,business
DIR-00295,Foxhollow Auto Repair Inc,"3569 Oak Ave, 53703",+1-555-1508,business
DIR-00296,Foxhollow Auto Relpair LLC,"3891 Union Ave, Tulsa, 74103",+1-555-5051,business
DIR-00297,Hollowell Coffee LLC,"6254 Market Rd, Boise, 83702",+1-555-4266,business
DIR-00298,Hollowell Coffee,"3702 Union Ct, Raleigh, 27601",+1-555-1333,business
DIR-00299,Union Hardware,"1305 Industrial Parkway Ct, Denver",+1-555-3496,business
DIR-00300,Brambleton Bajery,"9912 Cdhurch Blvd, Columbus",+1-555-4908,business
DIR-00301,Kingsley Hardare,"6233 Ptinsengracht Ct, Madison, 53703",+1-555-3068,business
DIR-00302,Pinecrest Hardware,"114 River Ave, Spokane, 99201",+1-555-8758,business
DIR-00303,Eastbrook Auto Repair,"9048 River St, Wichita, 67202",+1-555-2874,business
DIR-00304,Auto Eastbrook Repair,"1588 Mrket Ave, Portland, 97201",+1-555-4571,business
DIR-00305,Pinecrest Coffee,"3710 Union Ln, Tulsa",+1-555-8619,business
DIR-00306,Pinecrest Coffee LLC,"9065 Harbor St, Reno, 89501",+1-555-5198,business
DIR-00307,Acme Coffee Inc.,"9296 Habror Rd, Austin, 73301",+1-555-7043,business
DIR-00308,Acme Coffee,"3404 Pqrinsengracht Ave, Madison, 53703",+1-555-3749,business
DIR-00309,Auto Brookhaven Repair,1294 Market Ln,+1-555-2876,business
DIR-00310,Brookhaven Auto Repair L.L.C.,"495 Bahnhofstrasse Rd, Portland, 97201",+1-555-3683,business
DIR-00311,Cedarbrook Hardware LLC,"4047 Cedar St, Columbus, 43215",+1-555-6096,business
DIR-00312,Cedarbrook Hardware,"95 Unon Blvd, Tampa",+1-555-2771,business
DIR-00313,Fairmnt Pizza,"5808 Mill St, Austin, 73301",+1-555-1420,business
DIR-00314,Fairmont Pizza Inc,"9177 Main Dr, Portland, 97201",+1-555-6111,business
DIR-00315,Hollowell Coffee LLC,"6909 Union Blvd, Spokane, 99201",+1-555-7149,business
DIR-00316,Hlolowell Coffee LLC,"1762 Washington Rd, Boise, 83702",+1-555-7498,business
DIR-00317,Hardware Acme Inc.,"3300 Harbor Rd, Tampa, 33602",+1-555-4249,business
DIR-00318,Acme Hardware L.L.C.,"6171 Pak Ct, Tulsa, 74103",+1-555-2245,business
DIR-00319,BROOKHAVEN PIZZA INC.,"3444 Industrial Parkway Ct, Austin, 73301",+1-555-4978,business
DIR-00320,Brookhaven Pizza,"4149 Washington Ln, 74103",+1-555-2669,business
DIR-00321,Amberfield Hardware,"5900 Mpill Dr, Austin, 73301",+1-555-5941,business
DIR-00322,Amberfield Hardware,"6557 Franklin Ct, Madison, 53703",+1-555-2983,business
DIR-00323,Amberfield Auto Repair,"6418 Industrial Parkway Ct, Denver, 80202",+1-555-1672,business
DIR-00324,Auto Amberfield Repair LLC,"1416 Elm Ct, Austin, 73301",+1-555-6688,business
DIR-00325,Union Piza Inc.,"7422 Franklin St, Raleigh, 27601",+1-555-9728,business
DIR-00326,Union Pizza,"2868 Milll Ave, Tampa, 33602",+1-555-8018,business
DIR-00327,Cobalt Bakery,"3073 Sunset Rd, Madison, 53703",+1-555-7071,business
DIR-00328,Crestline Hardware,"1881 Sunset Rd, Austin, 73301",+1-555-2129,business
DIR-00329,Crestline Hardawre LLC,"1941 Main Rd, Raleigh, 27601",+1-555-9289,business
