source,external_id,true_entity_id,is_confusable_distinct
registry,REG-00292,E0316,1
directory,DIR-00300,E0316,1
crm,CRM-00301,E0317,1
registry,REG-00293,E0317,1
crm,CRM-00302,E0318,1
registry,REG-00294,E0318,1
crm,CRM-00303,E0319,1
directory,DIR-00301,E0319,1
crm,CRM-00304,E0320,1
registry,REG-00295,E0320,1
crm,CRM-00305,E0321,1
directory,DIR-00302,E0321,1
crm,CRM-00306,E0322,1
directory,DIR-00303,E0322,1
directory,DIR-00304,E0323,1
crm,CRM-00307,E0323,1
crm,CRM-00308,E0324,1
registry,REG-00296,E0324,1
directory,DIR-00305,E0324,1
directory,DIR-00306,E0325,1
registry,REG-00297,E0325,1
crm,CRM-00309,E0325,1
crm,CRM-00310,E0326,1
directory,DIR-00307,E0326,1
registry,REG-00298,E0326,1
registry,REG-00299,E0327,1
crm,CRM-00311,E0327,1
directory,DIR-00308,E0327,1
registry,REG-00300,E0328,1
directory,DIR-00309,E0328,1
crm,CRM-00312,E0328,1
crm,CRM-00313,E0329,1
directory,DIR-00310,E0329,1
crm,CRM-00314,E0330,1
directory,DIR-00311,E0330,1
registry,REG-00301,E0330,1
registry,REG-00302,E0331,1
directory,DIR-00312,E0331,1
directory,DIR-00313,E0332,1
registry,REG-00303,E0332,1
crm,CRM-00315,E0333,1
registry,REG-00304,E0333,1
directory,DIR-00314,E0333,1
crm,CRM-00316,E0334,1
directory,DIR-00315,E0334,1
directory,DIR-00316,E0335,1
crm,CRM-00317,E0335,1
directory,DIR-00317,E0336,1
registry,REG-00305,E0336,1
crm,CRM-00318,E0337,1
directory,DIR-00318,E0337,1
registry,REG-00306,E0338,1
directory,DIR-00319,E0338,1
crm,CRM-00319,E0338,1
directory,DIR-00320,E0339,1
registry,REG-00307,E0339,1
directory,DIR-00321,E0340,1
registry,REG-00308,E0340,1
directory,DIR-00322,E0341,1
crm,CRM-00320,E0341,1
directory,DIR-00323,E0342,1
crm,CRM-00321,E0342,1
registry,REG-00309,E0343,1
crm,CRM-00322,E0343,1
directory,DIR-00324,E0343,1
directory,DIR-00325,E0344,1
registry,REG-00310,E0344,1
registry,REG-00311,E0345,1
crm,CRM-00323,E0345,1
directory,DIR-00326,E0345,1
registry,REG-00312,E0346,1
crm,CRM-00324,E0346,1
directory,DIR-00327,E0347,1
crm,CRM-00325,E0347,1
registry,REG-00313,E0347,1
registry,REG-00314,E0348,1
crm,CRM-00326,E0348,1
directory,DIR-00328,E0348,1
registry,REG-00315,E0349,1
crm,CRM-00327,E0349,1
directory,DIR-00329,E0349,1
